full_text,value
"['kodim', 'sampang', 'guncang', 'rutinitas', 'program', 'jiwa', 'sehat', 'transformasi', 'sehat', 'fisik', 'kabupatensampang', 'kodambrw', 'korem', 'kodimsampang', 'tniprima', 'profesional', 'responsif', 'integratif', 'modern', 'adaptif', 'tniad', 'tni', 'httpstcopvqrsah']",HOAX
"['nasib', 'anggota', 'tni', 'papua', 'tewas', 'aniaya', 'mabuk', 'laku', 'sempat', 'palak', 'korban', 'ribu', 'httpstcoqobhnuaca', 'via', 'tribunnews']",HOAX
"['betul', 'tuh', 'jawab', 'mas', 'gibran', 'tweet', 'meski', 'wakil', 'presiden', 'pilih', 'kemlithi', 'tau', 'batas', 'kyk', 'capres', 'blunder', 'gagal', 'smua', 'suruh', 'gub', 'jkt', 'panglima', 'tni', 'dpr']",HOAX
"['boediantar', 'kan', 'parade', 'militer', 'indonesia', 'ingat', 'hut', 'tni', 'tanggal', 'oktober', 'syukur', 'banget', 'makan', 'berita', 'hoax', 'jadi', 'rame', 'postingannya', 'ayo', 'makan', 'hoax', 'nya', 'kali', 'aja', 'menang', 'pilpres', 'kan']",HOAX
"['kak', 'udah', 'kak', 'aku', 'salah', 'tulis', 'sebut', 'tentara', 'sana', 'aku', 'loading', 'dulu', 'tadi', 'apa', 'yaa', 'ketul', 'tni', 'maafin', 'aku', 'kak', 'jangan', 'spill', 'aku', 'yaakk']",HOAX
"['personel', 'tni', 'bantu', 'bersihbersih', 'lepas', 'banjir', 'demak', 'banjirdemak', 'bersihbersihbanjirdemak', 'tnibersihbersihbanjirdemak', 'httpstcodjrefib']",HOAX
"['bhabinkamtibmas', 'polsek', 'pasawahan', 'sama', 'babinsa', 'tni', 'sinergi', 'sama', 'jaga', 'aman', 'tertib', 'lingkung', 'aman', 'polripresisi', 'divisihumaspolri', 'ditbinmaspoldajabar', 'humaspoldajabar', 'humaspolrespurwakarta', 'polrespurwakarta', 'polsekpasawahanpurwakarta', 'httpstcoiypkajosk']",HOAX
"['tni', 'tni', 'korea']",HOAX
"['typagirl', 'fulisun', 'kak', 'stellar', 'tni', 'tuh']",HOAX
"['pandang', 'masyarakat', 'kait', 'ada', 'politisasi', 'bansos', 'duga', 'ada', 'mobilisasi', 'netralitas', 'tni', 'polri', 'asn', 'bila', 'dugaandugaan', 'itu', 'bongkar', 'lalu', 'hak', 'angket', 'dukunghakangket', 'bongkarkecuranganpilpres', 'httpstcouiyevym']",HOAX
"['bravoo', 'tni', 'sama', 'rakyat', 'tniad', 'tni', 'kasad', 'marulisimanjuntak', 'httpstcomyghudq']",HOAX
"['sinergitas', 'tni', 'warga', 'atas', 'dampak', 'pohon', 'tumbang', 'sidoarjo', 'lalu', 'lintas', 'lancar', 'httpstcozhyproqg', 'httpstcontxjdnenmj']",HOAX
"['typagirl', 'fulisun', 'tni', 'wkwkw', 'inimah', 'masuk', 'bukan', 'lewat', 'seleksi', 'nder', 'undang', 'pak', 'presiden', 'langsung']",HOAX
"['typagirl', 'fulisun', 'lucu', 'bgt', 'tni']",HOAX
"['boediantar', 'moga', 'tni', 'datang', 'tuk', 'lindung', 'rakyat', 'demo', 'kpu', 'bandit', 'bandit']",HOAX
"['telegramnow', 'semangat', 'min', 'saran', 'buat', 'gera', 'bawah', 'tanah', 'besar', 'jka', 'jadi', 'konsolidasi', 'tnipolri', 'beres']",HOAX
"['boediantar', 'emg', 'bole', 'hoax', 'tolol', 'byk', 'komentar', 'makan', 'berita', 'ini', 'video', 'parade', 'hut', 'tni', 'video', 'lama', 'tak', 'kait', 'milu', 'skrg']",HOAX
"['monkeyshare', 'keren', 'kaka', 'tni', 'polri', 'basmi', 'smua', 'kkb']",FAKTA
"['laku', 'aniaya', 'inisial', 'anggota', 'tni', 'nama', 'serka', 'keerom', 'papua', 'jadi', 'sangka', 'ancam', 'tahun', 'penjara', 'httpstcojjqpudrpml']",HOAX
"['kak', 'maaf', 'aku', 'numpang', 'ngakak', 'bapak', 'tni', 'karina', 'wni']",HOAX
"['gyulittlepup', 'aku', 'beneran', 'loading', 'tadi', 'sebut', 'nya', 'apa', 'malah', 'ketul', 'tni']",HOAX
"['puspen', 'tni', 'laksana']",HOAX
"['nebuchanedzar', 'i', 'janesintel', 'kapal', 'lama', 'bikin', 'makanya', 'jalan', 'duluan', 'aja', 'awacs', 'belum', 'tahu', 'siapa', 'pilih', 'kan', 'tunggu', 'tahun', 'depan', 'aja', 'dulu', 'tau', 'boom', 'tahun', 'buat', 'modernisasi', 'tni']",HOAX
"['boediantar', 'gila', 'rakyat', 'adu', 'tni', 'rakyat', 'aneh', 'nya', 'mau']",HOAX
"['httpstcodnfepod', 'bupati', 'katingan', 'buka', 'tni', 'manunggal', 'masuk', 'desa', 'tmmd', 'tahun', 'berita', 'lengkap', 'atas', 'sob', 'manyala', 'abang', 'httpstcodlzrekbrc']",HOAX
"['kalo', 'mau', 'tingkat', 'malah', 'cocok', 'buat', 'trailer', 'tni', 'jadi', 'lebih', 'ngegaet', 'buat', 'promosi', 'mau', 'recruitment', 'hal', 'lain']",HOAX
"['typagirl', 'fulisun', 'tni', 'korea', 'keren']",HOAX
"['andcav', 'min', 'kayak', 'medium', 'tank', 'harimau', 'mau', 'serah', 'terima', 'tni', 'tadi', 'pagi', 'jalan', 'setucilangkap', 'angkut', 'truk', 'mayan', 'macet', 'kwkwkwwk']",HOAX
"['opm', 'lbh', 'papua', 'fokus', 'kasus', 'bila', 'perlu', 'bawa', 'cafe', 'jhony', 'bincang', 'dgn', 'acara', 'kondang', 'hotman', 'paris', 'biar', 'dipublis', 'media', 'sikap', 'arogansi', 'tni', 'rakyat', 'jelata']",FAKTA
"['akbarfaizal', 'jangan', 'dpr', 'dprd', 'polri', 'tni', 'bahkan', 'kerja', 'begitu', 'miris', 'memang']",HOAX
"['gaji', 'asn', 'tni', 'polisi', 'naik', 'otomatis', 'listrik', 'beras', 'tarif', 'tol', 'naik', 'naik', 'cuma', 'gaji', 'kantor', 'gue', 'aja']",HOAX
"['sijunjung', 'laksana', 'program', 'tni', 'manunggal', 'bangun', 'desa', 'tmmd', 'kodim', 'ssd', 'selasela', 'kerja', 'sasar', 'fisik', 'buat', 'jembatan', 'anggota', 'personil', 'tetap', 'laksana', 'komunikasi', 'sosial', 'pawas', 'satgas', 'tmmd', 'sama', 'pak', 'wali', 'nagari', 'selasa', 'httpstcohveqeid']",HOAX
"['abdi', 'tni', 'polri', 'wujud', 'kepeduliaan', 'jabaramandamai', 'divisihumaspolri', 'spripimpolri', 'httpstcohhbfezha']",HOAX
"['boediantar', 'anjir', 'ada', 'aja', 'dah', 'orang', 'kaya', 'gin', 'video', 'hut', 'tni', 'kemarin', 'kan', 'wkwkwkw', 'mgakakkkk']",HOAX
"['memang', 'ngeri', 'milu', 'kali', 'curang', 'struktur', 'campur', 'tangan', 'presiden', 'intimidasi', 'kerah', 'asn', 'tni', 'polri', 'mulai', 'langgar', 'langgar', 'curang', 'hitung', 'suara', 'fakta', 'semua', 'bisa', 'tutup', 'tutup', 'milu', 'paling', 'ngeri']",HOAX
"['njaemra', 'fulisun', 'iya', 'aku', 'salah', 'nulisharusnya', 'tentara', 'cinta', 'bener', 'aku', 'kayak', 'nya', 'sampe', 'nulis', 'tni']",HOAX
"['typagirl', 'fulisun', 'tentara', 'gak', 'sih', 'kalo', 'tni', 'mah', 'arti', 'ayah', 'karina', 'warga', 'negara', 'indonesia', 'atuuuhh']",HOAX
"['kapolres', 'bungo', 'akbp', 'singgih', 'hermawan', 'sik', 'map', 'pimpin', 'apel', 'aman', 'sidang', 'pleno', 'kpu', 'kab', 'bungo', 'milu', 'hadir', 'pju', 'personil', 'gabung', 'tni', 'polri', 'depan', 'hotel', 'independent', 'milu', 'kapolresbungo', 'akbpsinggihhermawan', 'kapoldajambi', 'poldajambi', 'httpstcozyqtpewgim']",HOAX
"['gm', 'gm', 'ribut', 'kali', 'kao', 'pak', 'tua', 'bahkan', 'media', 'kao', 'pake', 'buat', 'jatuhin', 'jokowi', 'nggak', 'mempan', 'kan', 'sudah', 'serah', 'ngomomg', 'udah', 'minta', 'maaf', 'kepada', 'tni', 'ad', 'hoax', 'kmrn']",HOAX
"['fulisun', 'bapak', 'nya', 'karina', 'kan', 'tni', 'anak', 'jadiin', 'alih', 'isu', 'apa', 'gak', 'marah']",HOAX
"['amrudinnejad', 'nkri', 'harga', 'mati', 'kapan', 'tumpas', 'kkb', 'warga', 'sipil', 'banyak', 'jadi', 'korban', 'jangan', 'bilang', 'polisi', 'tni', 'klo', 'mau', 'bubarin', 'aji', 'kan', 'ada', 'tni', 'polisi', 'jadi', 'siapa', 'nkri', 'harga', 'mati']",HOAX
"['nyuci', 'baju', 'tiba', 'helikopter', 'tni', 'terbang', 'sama', 'atas', 'kosanku', 'ketika', 'langsung', 'ngucap', 'syahadat', 'tobat', 'kira', 'sangkakala', 'tiup', 'bayang', 'kan', 'gimana', 'kaget', 'gelegar', 'suara']",HOAX
"['konferensi', 'pers', 'forum', 'selamat', 'reformasi', 'demokrasi', 'fprd', 'diri', 'purnawirawan', 'tni', 'tokoh', 'masyarakat', 'nyata', 'minta', 'jokowi', 'mundur', 'dukung', 'hak', 'angket', 'ganti', 'semua', 'kpu', 'diskualifikasi', 'feb', 'demoperlawananrakyat', 'demoperlawananrakyat', 'httpstcodjgxputd']",HOAX
"['pai', 'c', 'polisi', 'maling', 'sipir', 'maling', 'tni', 'maling', 'asn', 'maling', 'warga', 'sipil', 'maling', 'rakyat', 'idiot', 'httpstcoqhrtjmsr']",HOAX
"['tiba', 'jawa', 'usai', 'lumpuh', 'opm', 'komandan', 'raider', 'maung', 'siliwangi', 'tni', 'sujud', 'cium', 'bumi', 'httpstcowgphfcxng']",HOAX
"['suhu', 'c', 'lembap', 'cepat', 'angin', 'kmjam', 'arah', 'angin', 'barat', 'unsur', 'libat', 'basarnas', 'sar', 'unm', 'kodim', 'brimob', 'bpbd', 'luwu', 'polri', 'tni', 'sar', 'unhas', 'sar', 'hasanuddin', 'sar', 'human', 'initiative', 'sar', 'marteam', 'sar', 'malili', 'sar', 'sawerigading', 'laskarpala', 'opa', 'jari', 'pupr', 'jeneberang']",HOAX
"['ndrewstjan', 'bayang', 'brp', 'jiwa', 'tinggal', 'jkt', 'pasu', 'special', 'force', 'kumpul', 'jkt', 'utk', 'aman', 'rusuh', 'total', 'rb', 'dari', 'total', 'pasu', 'tni', 'prabowo', 'keluar', 'modal', 'sendiri', 'utk', 'biaya', 'transportasi', 'dgn', 'carter', 'garuda', 'amp', 'mandala']",HOAX
"['senang', 'temu', 'panglima', 'komando', 'gabung', 'wilayah', 'tahan', 'pangkogabwilhan', 'iii', 'letjen', 'tni', 'richard', 'tampubolon', 'markas', 'hari', 'terima', 'kasih', 'atas', 'waktu', 'sedia', 'pak', 'richard', 'luar', 'biasa', 'nanti', 'kerja', 'sama', 'bapak', 'jajar', 'httpstcozexqmykls']",HOAX
"['tni', 'patroli', 'hari', 'soal', 'banyak', 'kapal', 'karam']",HOAX
"['idextratime', 'tni', 'polri', 'satu']",HOAX
"['telegramnow', 'provokatif', 'sekali', 'narasi', 'divhumas', 'polri', 'tjahjantohadi', 'listyosigitp', 'puspen', 'tni', 'tniau', 'tni', 'ad', 'tnial']",HOAX
"['gantung', 'mati', 'kartel', 'mafia', 'sembako', 'timbun', 'beras', 'pemiluulangtanpa', 'pemiluulangtanpa', 'era', 'jokowi', 'kuasa', 'kartel', 'sembako', 'enak', 'naik', 'harga', 'kalo', 'jokowi', 'niat', 'bantu', 'rakyat', 'gampang', 'tinggal', 'perintah', 'aparat', 'atau', 'tni', 'turun', 'sidak', 'bungker', 'mrk', 'httpstconarhifilx']",HOAX
"['ndrewstjan', 'prabowo', 'orang', 'selamat', 'jkt', 'rusuh', 'larut', 'mei', 'beliau', 'nekat', 'lawan', 'perintah', 'mabes', 'tni', 'tdk', 'mensupport', 'kirim', 'pasu', 'kostrad', 'jkt', 'pdhl', 'padam', 'jaya', 'itu', 'minta', 'bantu', 'pangkostrad', 'utk', 'tambah', 'pasu']",HOAX
"['tni', 'rekrut', 'jadi', 'pilot', 'drone', 'kalokalo', 'mau', 'perang', 'sama', 'negara', 'tetangga']",HOAX
"['prabu', 'abimanyu', 'tanda', 'chevron', 'pangkat', 'taruna', 'akpol', 'sempat', 'bikin', 'balik', 'chevron', 'pangkat', 'taruna', 'akademiakademi', 'tni', 'dari', 'tahun', 'kapan', 'kapan', 'ndan']",HOAX
"['boediantar', 'tni', 'polri', 'hadir', 'lahir', 'rakyat', 'kalo', 'tni', 'bentur', 'kan', 'rakyat', 'sama', 'anak', 'bunuh', 'ibu', 'kandung']",HOAX
"['daga', 'bianchin', 'telegramnow', 'moga', 'seluruh', 'rakyat', 'sumatera', 'segera', 'sadar', 'paham', 'penting', 'merdeka', 'cara', 'system', 'perintah', 'asai', 'jawa', 'semua', 'tni', 'polri', 'bumn', 'guru', 'tinggi', 'negeri', 'semuaaaaa']",HOAX
"['tugas', 'sie', 'bpkb', 'subditregident', 'ditlantas', 'polda', 'diy', 'beri', 'layan', 'ikan', 'layan', 'regident', 'ranmor', 'milik', 'terbit', 'bpkb', 'selasa', 'februari', 'rtmcditlantasdiy', 'poldajogja', 'tni', 'angkat', 'laut', 'ind', 'uniform', 'ntmc', 'polri', 'tnipolrimengabdi', 'tni', 'polriid', 'httpstcoczdhiuop']",HOAX
"['rajinmager', 'afiffuads', 'kan', 'udah', 'polisi', 'tni', 'lucu']",HOAX
"['scariestproject', 'pak', 'tni', 'cambuk', 'biar', 'meriang']",HOAX
"['scariestproject', 'mukul', 'kaya', 'tni', 'dah', 'suara', 'bogem', 'merdu', 'banget', 'pak', 'polisi', 'bilang', 'udahnya', 'karna', 'sorot', 'kamera', 'aja']",HOAX
"['dansatgas', 'tmmd', 'reguler', 'kodim', 'aceh', 'tamiang', 'letkol', 'inf', 'andi', 'arianto', 'sip', 'damping', 'pasi', 'ter', 'kapten', 'inf', 'hendra', 'tinjau', 'langsung', 'laksana', 'tni', 'manunggal', 'bangun', 'desa', 'tmmd', 'reguler', 'tempat', 'desa', 'kaloy', 'kabupaten', 'aceh', 'tamiang', 'selasa', 'httpstcoswmdmoza']",HOAX
"['wujud', 'kasih', 'peduli', 'momen', 'personel', 'tni', 'polri', 'bagi', 'sama', 'bagi', 'nasi', 'bungkus', 'masyarakat', 'alami', 'musibah', 'banjir', 'akibat', 'luap', 'kali', 'pemali', 'brebes', 'divisihumaspolri', 'humas', 'poldajateng', 'polresbrebes', 'polresbrebeshebat', 'brebes', 'httpstcomcglocmvsl']",HOAX
"['boediantar', 'tni', 'skr', 'bkn', 'sprti', 'tni']",HOAX
"['sinergitas', 'tni', 'polri', 'sambang', 'tokoh', 'masyarakat', 'ikan', 'pesan', 'kamtibmas', 'desa', 'kertasari', 'sinergitas', 'tnipolri', 'sambang', 'silaturahmi', 'ikan', 'pesan', 'kamtibmas', 'tokoh', 'masyarakat', 'desa', 'kertasari', 'kec', 'banjarharjo', 'selasa', 'polresbrebes', 'httpstcovuqlkzoy']",HOAX
"['curang', 'listyosigitp', 'puspen', 'tni', 'ayo', 'joget', 'trusss', 'rakyat', 'kapar']",HOAX
"['yohanapriandi', 'awijaya', 'drevachaniago', 'divhumas', 'polri', 'gak', 'bakal', 'berani', 'kirim', 'papua', 'krn', 'skrg', 'dedekot', 'polisi', 'tni', 'anjing', 'jokowi', 'sang', 'bohong', 'fakta', 'bkn', 'hoax', 'tinggal', 'kasih', 'tulang', 'selesai', 'naudzubillah', 'kata', 'anak', 'haram', 'konstitusi', 'alias', 'langgar', 'etika', 'berat', 'alias', 'cawapres', 'cacat', 'hukum', 'dukunghakangket', 'dukunghakangket', 'httpstcogjellmsg']",HOAX
"['tni', 'sama', 'warga', 'rata', 'tanah', 'siap', 'cor', 'jalan', 'tmmd', 'kalijirak', 'httpstcorbmoulti', 'httpstcojzufkrihx']",HOAX
"['minggu', 'jajar', 'kodam', 'brawijaya', 'laku', 'latih', 'public', 'speaking', 'tingkat', 'mampu', 'komunikasi', 'sosial', 'puspen', 'tni', 'tni', 'ad', 'kodam', 'brawijaya', 'bangsa', 'httpstcobjntfofo']",HOAX
"['cipta', 'sejuk', 'sampai', 'pesan', 'damai', 'masyarakat', 'panglima', 'tni', 'ksad', 'pangdam', 'brawijaya', 'intensif', 'komunikasi', 'sosial', 'hasil', 'dapat', 'apresiasi', 'milenial', 'bagai', 'kalang', 'kodam', 'brawijaya', 'bangsa', 'puspen', 'tni', 'tni', 'ad', 'httpstcoqivpgmgia']",HOAX
"['intensif', 'komunikasi', 'sosial', 'jadi', 'penting', 'prajurit', 'sampai', 'pesan', 'jelas', 'masyarakat', 'kodam', 'brawijaya', 'bangsa', 'tni', 'ad', 'puspen', 'tni', 'httpstcomaleakgiru']",HOAX
"['wefryterjal', 'tni', 'ad', 'puspen', 'tni', 'tni', 'emang', 'keren', 'selalu', 'mau', 'mengupgrade', 'diri']",HOAX
"['knalpot', 'tak', 'puspen', 'tni', 'tni', 'ad', 'komunikasi', 'sosial', 'masyarakat', 'memang', 'penting']",HOAX
"['dirgahayu', 'komando', 'cadang', 'strategis', 'angkat', 'darat', 'kostrad', 'satu', 'elit', 'tni', 'bangga', 'tanah', 'air', 'tetap', 'tangguh', 'hadap', 'ancam', 'tantang', 'bangsa', 'negara', 'terus', 'abdi', 'jaga', 'daulat', 'indonesia', 'yudha', 'nirbaya', 'bhakti', 'listyosigitp', 'httpstcovlundgslb']",HOAX
"['milenial', 'makin', 'apresiasi', 'peran', 'tni', 'ksad', 'pangdam', 'brawijaya', 'jaga', 'stabilitas', 'nasional', 'lalu', 'intensifikasi', 'komunikasi', 'sosial', 'para', 'prajurit', 'sampai', 'pesan', 'jelas', 'masyarakat', 'kodam', 'brawijaya', 'bangsa', 'tni', 'ad', 'puspen', 'tni', 'httpstcobsozcilf']",HOAX
"['millenial', 'apresiasi', 'panglima', 'tniksaddan', 'pangdam', 'brawijayatni', 'rupa', 'instrumen', 'strategis', 'perlu', 'bentuk', 'komunikasi', 'masyarakat', 'puspen', 'tni', 'tni', 'ad', 'kodam', 'brawijaya', 'bangsa', 'httpstcovukmyqxfyw']",HOAX
"['kepala', 'polisi', 'daerah', 'papua', 'serta', 'staf', 'jajar', 'ucap', 'selamat', 'hari', 'ulang', 'tahun', 'panglima', 'kodam', 'vxiicenderawasih', 'mayjen', 'tni', 'izak', 'pangemanan', 'mhan', 'maret', 'httpstcoeannkgaj']",HOAX
"['semangat', 'juang', 'tak', 'kenal', 'lelah', 'kostrad', 'jadi', 'jaga', 'depan', 'aman', 'negara', 'selamat', 'ulang', 'tahun', 'ke', 'smkkisaran', 'smksmkisaran', 'kostrad', 'tni', 'httpstcoxxmmgwo', 'threads', 'httpstcoqatrxeavj', 'httpstcocosmoitbq', 'httpstcobuzomsio']",HOAX
"['banyak', 'serta', 'jajar', 'terang', 'kodam', 'korem', 'kodim', 'satu', 'amp', 'komandan', 'batalyon', 'lingkung', 'kodam', 'vbrawijaya', 'ikut', 'latih', 'public', 'speaking', 'kodam', 'brawijaya', 'bangsa', 'puspen', 'tni', 'dispenad', 'pendam', 'httpstcoimokvqyj']",HOAX
"['latih', 'komunikasi', 'sosial', 'sesuai', 'arah', 'panglima', 'tni', 'jenderal', 'tni', 'agus', 'subiyanto', 'ksad', 'jenderal', 'tni', 'maruli', 'simanjuntak', 'implementasi', 'pangdam', 'vbrawijaya', 'mayjen', 'tni', 'rafael', 'granada', 'baay', 'kodam', 'brawijaya', 'bangsa', 'puspen', 'tni', 'dispenad', 'pendam', 'httpstcopzlvtqxfsj']",HOAX
"['aliansi', 'mahasiswa', 'amp', 'milenial', 'indonesia', 'mngpresiasi', 'langkah', 'tni', 'dlm', 'bangun', 'komunikasi', 'sosial', 'jajar', 'terang', 'kodam', 'vbrawijaya', 'laku', 'latih', 'public', 'speaking', 'tingkat', 'mampu', 'komunikasi', 'sosial', 'kodam', 'brawijaya', 'bangsa', 'puspen', 'tni', 'pendam', 'httpstcotjefslexbp']",HOAX
"['txtdrbekasi', 'tembak', 'aja', 'kepala', 'nya', 'tni', 'polisi', 'anti', 'kasihan', 'kasihan']",HOAX
"['jaga', 'sinergitas', 'kasdim', 'wakil', 'dandim', 'laku', 'komsos', 'httpstcookrxpdjfo', 'abdi', 'batas', 'tniad', 'tniadmengabdibersamarakyat', 'babinsa', 'babinsatniad', 'babinsapeduliwilayah', 'sorot', 'ikut', 'tniadmengabdidanmembangunbersamarakyat', 'tni', 'tniad', 'httpstcoawmweieg']",HOAX
"['cnnindonesia', 'betul', 'pak', 'had', 'atur', 'main', 'kontestasi', 'milu', 'udah', 'sinergitas', 'tni', 'amp', 'polri', 'sangat', 'solid', 'layan', 'sehat', 'didik', 'masih', 'jaga', 'tunjang', 'ekonomi', 'masih', 'stabil', 'songga', 'yang', 'perlu', 'khawatir', 'dgn', 'riakriak', 'kecil']",HOAX
"['konkret', 'laksana', 'amanah', 'panglima', 'tni', 'visi', 'tni', 'well', 'trained', 'tingkat', 'mampu', 'komunikasi', 'sosial', 'emban', 'tugas', 'mulia', 'kodam', 'brawijaya', 'bangsa', 'tni', 'ad', 'puspen', 'tni', 'httpstcopcgodbg']",HOAX
"['jenderal', 'tni', 'maruli', 'simanjuntak', 'kata', 'ini', 'tahap', 'laksana', 'milu', 'langsung', 'hingga', 'oktober', 'itu', 'tni', 'milik', 'wajib', 'jaga', 'stabilitas', 'nasional', 'seluruh', 'masyarakat', 'kodam', 'brawijaya', 'bangsa', 'puspen', 'tni', 'tni', 'ad', 'httpstcoiksxdlmb']",HOAX
"['kapolsek', 'jara', 'polres', 'lahat', 'polda', 'sumsel', 'akp', 'irsan', 'serta', 'ibu', 'ucap', 'tni', 'kuat', 'hebat', 'profesional', 'siap', 'wujud', 'indonesia', 'daulat', 'mandiri', 'pribadi', 'dirgahayu', 'kostrad', 'tni', 'sumber', 'divhumas', 'polri', 'httpstcossylshxaso']",HOAX
"['httpstcoqlpyclpb', 'rapim', 'kodam', 'ibb', 'tindak', 'lanjut', 'pokokpokok', 'bijak', 'pimpin', 'tni']",HOAX
"['tni', 'bakal', 'tingkat', 'intensitas', 'komunikasi', 'sosial', 'bagai', 'kelompok', 'masyarakat', 'kodam', 'brawijaya', 'bangsa', 'tni', 'ad', 'puspen', 'tni', 'httpstcoxoviydp']",HOAX
"['humasjateng', 'jateng', 'twit', 'laporgub', 'idza', 'priyanti', 'monggo', 'ibu', 'kalau', 'emg', 'ada', 'ujung', 'barat', 'jadi', 'teritorial', 'kabupaten', 'silah', 'kunjung', 'jgn', 'cuman', 'sungai', 'pemali', 'tinjau', 'ada', 'ujung', 'barat', 'provinsi', 'kateng', 'ada', 'kmi', 'ken', 'lihat', 'puspen', 'tni']",HOAX
"['cipta', 'sejuk', 'sampai', 'pesan', 'damai', 'masyarakat', 'panglima', 'tni', 'ksad', 'pangdam', 'brawijaya', 'intensifikasi', 'komunikasi', 'sosial', 'hasil', 'dapat', 'apresiasi', 'milenial', 'bagai', 'kalang', 'kodam', 'brawijaya', 'bangsa', 'puspen', 'tni', 'tni', 'ad', 'httpstcoprjqhaai']",HOAX
"['utk', 'jaga', 'kuasa', 'adu', 'tni', 'rakyat']",HOAX
"['just', 'dumb', 'and', 'have', 'zero', 'political', 'backbone', 'ntar', 'negara', 'jadi', 'penuh', 'pangkal', 'militer', 'tni', 'ikut', 'deploy', 'gaza', 'kyk', 'korsel', 'baru', 'semua', 'nang', 'nang', 'koar', 'koar', 'fucking', 'dumb']",HOAX
"['aliansi', 'mahasiswa', 'amp', 'milenial', 'apresiasi', 'langkah', 'panglima', 'tni', 'jenderal', 'tni', 'agus', 'subiyanto', 'ksad', 'jenderal', 'tni', 'maruli', 'simanjuntak', 'implementasi', 'pangdam', 'brawijaya', 'mayjen', 'tni', 'rafael', 'granada', 'baay', 'dlm', 'bangun', 'komunikasi', 'sosial', 'kodam', 'brawijaya', 'bangsa', 'puspentni', 'tni', 'ad', 'httpstcobzuwwkzisv']",HOAX
"['bhabinkamtibmas', 'jati', 'asih', 'aipda', 'maulana', 'monitoring', 'wilayah', 'sama', 'serma', 'agus', 'babinsa', 'jatiasih', 'sinergitas', 'tniamp', 'polri', 'monitoring', 'wilayah', 'superarket', 'jatiasih', 'antisipasi', 'ganggu', 'kamtibmasapabila', 'masalah', 'hubung', 'bhabinkamtibmas', 'polsek', 'jatiasih', 'httpstcoghmqgykuf']",HOAX
"['generasi', 'muda', 'makin', 'apresiasi', 'peran', 'tni', 'ksad', 'pangdam', 'brawijaya', 'jaga', 'stabilitas', 'nasional', 'lalu', 'intensifikasi', 'komunikasi', 'sosial', 'para', 'prajurit', 'sampai', 'pesan', 'jelas', 'masyarakat', 'kodam', 'brawijaya', 'bangsa', 'tni', 'ad', 'puspen', 'tni', 'httpstcotrvqnblkzs']",HOAX
"['kepala', 'staf', 'angkat', 'udara', 'kasau', 'marsekal', 'tni', 'fadjar', 'prasetyo', 'pantau', 'langsung', 'jalan', 'misi', 'pertama', 'pesawat', 'cj', 'super', 'hercules', 'a', 'timika', 'merauke', 'senin', 'httpstcozfdvgwim']",HOAX
"['tni', 'ad', 'gaassss', 'berangkat', 'nduga', 'amp', 'intan', 'jaya']",HOAX
"['milenial', 'apresiasi', 'peran', 'tni', 'ksad', 'pangdam', 'brawijaya', 'jaga', 'stabilitas', 'nasional', 'intensifikasi', 'komunikasi', 'sosial', 'jadi', 'penting', 'prajurit', 'sampai', 'pesan', 'jelas', 'masyarakat', 'kodam', 'brawijaya', 'bangsa', 'tni', 'ad', 'puspen', 'tni', 'httpstcoireuhqged']",HOAX
"['putiandamdewi', 'milenial', 'keren', 'ikut', 'lihat', 'kembang', 'tni']",HOAX
"['puspen', 'tni', 'barakallah', 'moga', 'allah', 'buka', 'baik', 'atau', 'jahat', 'pimpin', 'lbh', 'awal', 'krn', 'besar', 'pengaruh', 'amp', 'pertanggungjawaban', 'milik']",HOAX
"['ksad', 'tni', 'milik', 'wajib', 'jaga', 'stabilitas', 'nasional', 'utk', 'seluruh', 'masyarakat', 'indonesia', 'milenial', 'apresiasi', 'upaya', 'panglima', 'tni', 'amp', 'ksad', 'dlm', 'jaga', 'stabilitas', 'nasional', 'tingkat', 'komunikasi', 'sosial', 'tni', 'joss', 'kodam', 'brawijaya', 'bangsa', 'puspentni', 'tniangkatandarat', 'httpstcounlwplfct']",HOAX
"['polres', 'ppu', 'polda', 'kaltim', 'upaya', 'cepat', 'tangan', 'dampak', 'sosial', 'bangun', 'vvip', 'kawasan', 'ibukota', 'nusantara', 'laku', 'patroli', 'gabung', 'pilar', 'aman', 'polisi', 'tni', 'satpol', 'httpstcowzrvsmbk']",HOAX
"['aliansi', 'mahasiswa', 'milenial', 'indonesia', 'apresiasi', 'langkah', 'panglima', 'tni', 'jenderal', 'tni', 'agus', 'subiyanto', 'ksad', 'jenderal', 'tni', 'maruli', 'simanjuntak', 'implementasi', 'pangdam', 'brawijaya', 'mayjen', 'tni', 'rafael', 'granada', 'baay', 'bangun', 'komunikasi', 'sosial', 'kodam', 'brawijaya', 'bangsa', 'httpstcoiedzxdbv']",HOAX
"['jumlah', 'parpol', 'konsolidasi', 'pematang', 'hak', 'angket', 'milu', 'tim', 'pansel', 'segera', 'seleksi', 'anggota', 'komite', 'publisher', 'rights', 'lima', 'prajurit', 'tni', 'jadi', 'sangka', 'rusa', 'polres', 'jayawijaya', 'lengkap', 'buletinpagi', 'httpstcoorxdbpxgj', 'podcastindonesia', 'httpstcoqrssepwo']",HOAX
